Date,Forecasted_Demand,PRODUCT_CARD_ID,PRODUCT_NAME,FREQUENCY
23-10-2017,62.21411281,M002,Truck Model X20,Daily
24-10-2017,63.67402792,M002,Truck Model X20,Daily
25-10-2017,67.2940556,M002,Truck Model X20,Daily
26-10-2017,64.83711998,M002,Truck Model X20,Daily
27-10-2017,64.53418925,M002,Truck Model X20,Daily
28-10-2017,61.43673961,M002,Truck Model X20,Daily
29-10-2017,62.61459288,M002,Truck Model X20,Daily
30-10-2017,60.15069835,M002,Truck Model X20,Daily
31-10-2017,61.52464384,M002,Truck Model X20,Daily
01-11-2017,65.07748902,M002,Truck Model X20,Daily
02-11-2017,62.57500799,M002,Truck Model X20,Daily
03-11-2017,62.25057076,M002,Truck Model X20,Daily
04-11-2017,59.15751872,M002,Truck Model X20,Daily
05-11-2017,60.36692864,M002,Truck Model X20,Daily
06-11-2017,57.9623379,M002,Truck Model X20,Daily
07-11-2017,59.42321803,M002,Truck Model X20,Daily
08-11-2017,63.08979091,M002,Truck Model X20,Daily
09-11-2017,60.72627549,M002,Truck Model X20,Daily
10-11-2017,60.56379479,M002,Truck Model X20,Daily
11-11-2017,57.65279785,M002,Truck Model X20,Daily
12-11-2017,59.06089016,M002,Truck Model X20,Daily
13-11-2017,56.86764347,M002,Truck Model X20,Daily
14-11-2017,58.5481699,M002,Truck Model X20,Daily
15-11-2017,62.43805205,M002,Truck Model X20,Daily
16-11-2017,60.29671382,M002,Truck Model X20,Daily
17-11-2017,60.35045803,M002,Truck Model X20,Daily
18-11-2017,57.64502226,M002,Truck Model X20,Daily
19-11-2017,59.24354208,M002,Truck Model X20,Daily
20-11-2017,57.22148924,M002,Truck Model X20,Daily
21-11-2017,59.05036565,M002,Truck Model X20,Daily
22-11-2017,63.0627414,M002,Truck Model X20,Daily
23-11-2017,61.01571831,M002,Truck Model X20,Daily
24-11-2017,61.13404233,M002,Truck Model X20,Daily
25-11-2017,58.46271354,M002,Truck Model X20,Daily
26-11-2017,60.06498154,M002,Truck Model X20,Daily
27-11-2017,58.0172922,M002,Truck Model X20,Daily
28-11-2017,59.79296627,M002,Truck Model X20,Daily
